20170102 201500;21920.000000;21961.000000;21913.000000;21945.000000;0
20170102 201600;21944.000000;21947.000000;21922.000000;21939.000000;0
20170102 201700;21943.000000;21980.000000;21943.000000;21980.000000;0
20170102 201800;21981.000000;21984.000000;21968.000000;21984.000000;0
20170102 201900;21985.000000;21988.000000;21969.000000;21976.000000;0
20170102 202000;21978.000000;21978.000000;21964.000000;21971.000000;0
20170102 202100;21972.000000;21975.000000;21963.000000;21966.000000;0
20170102 202200;21967.000000;21971.000000;21956.000000;21967.000000;0
20170102 202300;21966.000000;21967.000000;21957.000000;21965.000000;0
20170102 202400;21964.000000;21969.000000;21958.000000;21965.000000;0
20170102 202500;21963.000000;21974.000000;21962.000000;21965.000000;0
20170102 202600;21963.000000;21972.000000;21960.000000;21969.000000;0
20170102 202700;21967.000000;21968.000000;21961.000000;21964.000000;0
20170102 202800;21967.000000;21973.000000;21967.000000;21970.000000;0
20170102 202900;21971.000000;21976.000000;21966.000000;21975.000000;0
20170102 203000;21974.000000;21984.000000;21965.000000;21981.000000;0
20170102 203100;21978.000000;21978.000000;21932.000000;21944.000000;0
20170102 203200;21947.000000;21950.000000;21918.000000;21918.000000;0
20170102 203300;21919.000000;21932.000000;21907.000000;21910.000000;0
20170102 203400;21911.000000;21911.000000;21882.000000;21882.000000;0
20170102 203500;21881.000000;21898.000000;21873.000000;21881.000000;0
20170102 203600;21882.000000;21884.000000;21860.000000;21881.000000;0
20170102 203700;21882.000000;21906.000000;21881.000000;21901.000000;0
20170102 203800;21902.000000;21911.000000;21895.000000;21901.000000;0
20170102 203900;21897.000000;21913.000000;21895.000000;21913.000000;0
20170102 204000;21912.000000;21944.000000;21907.000000;21943.000000;0
20170102 204100;21944.000000;21959.000000;21944.000000;21949.000000;0
20170102 204200;21947.000000;21977.000000;21947.000000;21976.000000;0
20170102 204300;21977.000000;21993.000000;21973.000000;21987.000000;0
20170102 204400;21988.000000;21990.000000;21972.000000;21990.000000;0
20170102 204500;21994.000000;22034.000000;21991.000000;22014.000000;0
20170102 204600;22016.000000;22032.000000;22005.000000;22025.000000;0
20170102 204700;22026.000000;22027.000000;22013.000000;22016.000000;0
20170102 204800;22014.000000;22038.000000;22014.000000;22037.000000;0
20170102 204900;22036.000000;22050.000000;22032.000000;22050.000000;0
20170102 205000;22053.000000;22068.000000;22053.000000;22056.000000;0
20170102 205100;22057.000000;22065.000000;22049.000000;22057.000000;0
20170102 205200;22056.000000;22065.000000;22054.000000;22059.000000;0
20170102 205300;22061.000000;22084.000000;22060.000000;22073.000000;0
20170102 205400;22074.000000;22084.000000;22070.000000;22083.000000;0
20170102 205500;22082.000000;22093.000000;22078.000000;22081.000000;0
20170102 205600;22079.000000;22081.000000;22075.000000;22075.000000;0
20170102 205700;22074.000000;22077.000000;22058.000000;22060.000000;0
20170102 205800;22062.000000;22072.000000;22060.000000;22069.000000;0
20170102 205900;22070.000000;22075.000000;22054.000000;22072.000000;0
20170102 210000;22071.000000;22079.000000;22052.000000;22060.000000;0
20170102 210100;22061.000000;22065.000000;22056.000000;22058.000000;0
20170102 210200;22059.000000;22060.000000;22048.000000;22052.000000;0
20170102 210300;22053.000000;22057.000000;22045.000000;22050.000000;0
20170102 210400;22051.000000;22065.000000;22050.000000;22056.000000;0
20170102 210500;22054.000000;22054.000000;22042.000000;22047.000000;0
20170102 210600;22046.000000;22061.000000;22044.000000;22055.000000;0
20170102 210700;22057.000000;22063.000000;22051.000000;22054.000000;0
20170102 210800;22056.000000;22059.000000;22048.000000;22056.000000;0
20170102 210900;22057.000000;22063.000000;22056.000000;22060.000000;0
20170102 211000;22059.000000;22072.000000;22059.000000;22071.000000;0
20170102 211100;22072.000000;22074.000000;22066.000000;22072.000000;0
20170102 211200;22073.000000;22075.000000;22062.000000;22065.000000;0
20170102 211300;22064.000000;22067.000000;22060.000000;22064.000000;0
20170102 211400;22063.000000;22068.000000;22057.000000;22060.000000;0
20170102 211500;22061.000000;22067.000000;22059.000000;22059.000000;0
20170102 211600;22058.000000;22067.000000;22053.000000;22067.000000;0
20170102 211700;22066.000000;22089.000000;22065.000000;22089.000000;0
20170102 211800;22090.000000;22103.000000;22087.000000;22103.000000;0
20170102 211900;22104.000000;22115.000000;22094.000000;22115.000000;0
20170102 212000;22114.000000;22124.000000;22111.000000;22118.000000;0
20170102 212100;22119.000000;22124.000000;22110.000000;22122.000000;0
20170102 212200;22123.000000;22127.000000;22113.000000;22121.000000;0
20170102 212300;22120.000000;22121.000000;22114.000000;22114.000000;0
20170102 212400;22115.000000;22122.000000;22114.000000;22117.000000;0
20170102 212500;22116.000000;22127.000000;22109.000000;22127.000000;0
20170102 212600;22128.000000;22137.000000;22126.000000;22128.000000;0
20170102 212700;22129.000000;22136.000000;22126.000000;22132.000000;0
20170102 212800;22133.000000;22136.000000;22118.000000;22122.000000;0
20170102 212900;22121.000000;22125.000000;22113.000000;22124.000000;0
20170102 213000;22125.000000;22128.000000;22102.000000;22113.000000;0
20170102 213100;22114.000000;22119.000000;22110.000000;22115.000000;0
20170102 213200;22114.000000;22121.000000;22110.000000;22121.000000;0
20170102 213300;22122.000000;22127.000000;22114.000000;22114.000000;0
20170102 213400;22115.000000;22115.000000;22104.000000;22107.000000;0
20170102 213500;22108.000000;22112.000000;22105.000000;22108.000000;0
20170102 213600;22109.000000;22118.000000;22107.000000;22113.000000;0
20170102 213700;22114.000000;22115.000000;22106.000000;22106.000000;0
20170102 213800;22108.000000;22112.000000;22107.000000;22111.000000;0
